  -2.30000000000000e+01   1.80000000000000e+01  -2.30000000000000e+01   1.80000000000000e+01  -2.30000000000000e+01   1.80000000000000e+01  -2.30000000000000e+01   1.80000000000000e+01  -1.70195907216951e+00  -6.55839498471249e-01  -2.30000000000000e+01   1.80000000000000e+01  -1.96831002341318e+00  -3.42000025885243e+00  -4.03168995276071e+00  -3.42000022605859e+00   0.00000000000000e+00   0.00000000000000e+00
  -2.30000000000000e+01   1.80000000000000e+01  -2.30000000000000e+01   1.80000000000000e+01  -2.30000000000000e+01   1.80000000000000e+01  -2.30000000000000e+01   1.80000000000000e+01  -1.72058662580432e+00  -6.75128891663083e-01  -2.30000000000000e+01   1.80000000000000e+01  -1.93924833393186e+00  -3.46000026614405e+00  -4.06075164157087e+00  -3.46000023242644e+00   0.00000000000000e+00   0.00000000000000e+00
  -2.30000000000000e+01   1.80400000000000e+01  -2.30000000000000e+01   1.80400000000000e+01  -2.30000000000000e+01   1.80400000000000e+01  -2.30000000000000e+01   1.80400000000000e+01  -1.71921417804565e+00  -6.33707680645729e-01  -2.30000000000000e+01   1.80400000000000e+01  -1.91018664445054e+00  -3.46000027343567e+00  -4.08981333038104e+00  -3.46000023879429e+00   2.44929359829471e-18   4.00000000000000e-02
  -2.30000000000000e+01   1.80800000000000e+01  -2.30000000000000e+01   1.80800000000000e+01  -2.30000000000000e+01   1.80800000000000e+01  -2.30000000000000e+01   1.80800000000000e+01  -1.71784173028699e+00  -5.92286469628376e-01  -2.30000000000000e+01   1.80800000000000e+01  -1.88112495496922e+00  -3.46000028072729e+00  -4.11887501919120e+00  -3.46000024516214e+00   4.89858719658941e-18   8.00000000000000e-02
  -2.30000000000000e+01   1.81200000000000e+01  -2.30000000000000e+01   1.81200000000000e+01  -2.30000000000000e+01   1.81200000000000e+01  -2.30000000000000e+01   1.81200000000000e+01  -1.71646928252832e+00  -5.50865258611021e-01  -2.30000000000000e+01   1.81200000000000e+01  -1.85206326548791e+00  -3.46000028801890e+00  -4.14793670800136e+00  -3.46000025152998e+00   7.34788079488412e-18   1.20000000000000e-01
  -2.30000000000000e+01   1.81600000000000e+01  -6.37991135031732e+00   1.66000006807068e+00  -2.30000000000000e+01   1.81600000000000e+01  -2.30000000000000e+01   1.81600000000000e+01  -1.71509683476966e+00  -5.09444047593668e-01  -2.30000000000000e+01   1.81600000000000e+01  -1.82300157600659e+00  -3.46000029531052e+00  -4.17699839681152e+00  -3.46000025789783e+00   9.79717439317883e-18   1.60000000000000e-01
  -2.30000000000000e+01   1.82000000000000e+01  -6.34128379202798e+00   1.66000006729273e+00  -2.30000000000000e+01   1.82000000000000e+01  -2.30000000000000e+01   1.82000000000000e+01  -1.71372438701099e+00  -4.68022836576314e-01  -2.30000000000000e+01   1.82000000000000e+01  -1.79393988652527e+00  -3.46000030260214e+00  -4.20606008562168e+00  -3.46000026426568e+00   1.22464679914735e-17   2.00000000000000e-01
  -2.30000000000000e+01   1.82400000000000e+01  -6.30265623373863e+00   1.66000006651478e+00  -2.30000000000000e+01   1.82400000000000e+01  -2.30000000000000e+01   1.82400000000000e+01  -1.71235193925233e+00  -4.26601625558961e-01  -2.30000000000000e+01   1.82400000000000e+01  -1.76487819704395e+00  -3.46000030989376e+00  -4.23512177443184e+00  -3.46000027063353e+00   1.46957615897682e-17   2.40000000000000e-01
  -2.30000000000000e+01   1.82800000000000e+01  -6.26402867544929e+00   1.66000006573683e+00  -2.30000000000000e+01   1.82800000000000e+01  -2.30000000000000e+01   1.82800000000000e+01  -1.71097949149366e+00  -3.85180414541607e-01  -2.30000000000000e+01   1.82800000000000e+01  -1.73581650756263e+00  -3.46000031718538e+00  -4.26418346324200e+00  -3.46000027700138e+00   1.71450551880629e-17   2.80000000000000e-01
  -2.30000000000000e+01   1.83200000000000e+01  -6.22540111715995e+00   1.66000006495888e+00  -2.30000000000000e+01   1.83200000000000e+01  -2.30000000000000e+01   1.83200000000000e+01  -1.70960704373500e+00  -3.43759203524253e-01  -2.30000000000000e+01   1.83200000000000e+01  -1.70675481808131e+00  -3.46000032447699e+00  -4.29324515205216e+00  -3.46000028336922e+00   1.95943487863577e-17   3.20000000000000e-01
